id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
178,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Justicia,40.42142,-3.70102,Entire home/apt,59,4,243,8/28/2019,2.73,1,312
179,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Sol,40.41917,-3.70624,Entire home/apt,75,3,45,9/13/2019,0.73,56,328
180,❤Quiet. Comfort. Superior apartment 1BR*Superhost*,2332600,Rodrigo,Centro,Embajadores,40.40909,-3.70045,Entire home/apt,83,2,38,10/28/2018,0.43,1,218
181,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.42408,-3.7038,Entire home/apt,81,3,34,8/30/2019,0.57,56,337
182,PUERTA DEL SOL - V - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41588,-3.702,Entire home/apt,82,4,19,7/7/2019,0.22,56,300
183,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41644,-3.70222,Entire home/apt,82,3,130,6/30/2019,1.54,56,312
184,REINA SOFIA - ll - WITH  TERRACE ,1408525,Mad4Rent,Centro,Embajadores,40.40671,-3.69777,Entire home/apt,83,3,15,5/19/2019,0.2,56,28
185,Eine Terrasse und der Himmel Madrids,2367126,Carmen,Centro,Palacio,40.41961,-3.70965,Private room,50,3,18,1/2/2019,0.21,1,217
186,Beautiful Apartments GranVa Madrid,2376101,Apartamentos CalleCultura,Centro,Universidad,40.42708,-3.70967,Entire home/apt,85,4,7,12/7/2015,0.08,3,318
187,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jess,San Blas - Canillejas,Rosas,40.43004,-3.6038,Entire home/apt,350,3,14,1/2/2017,0.16,1,88
188,TRAFALGAR - CITY - SPACE & LIGHT,1408525,Mad4Rent,Chamber,Trafalgar,40.43083,-3.70133,Entire home/apt,88,5,8,3/31/2019,0.13,56,333
189,IFEMA/AIRPORT very good connections,2391244,Marias&Nacho,Hortaleza,Palomas,40.4509,-3.61261,Private room,60,1,60,7/14/2019,0.79,2,39
190,"★CENTRICO, AMPLIO Y BONITO ★WIFI★CC",2417075,Alejandro Y Nelia,Chamber,Trafalgar,40.42859,-3.69859,Entire home/apt,85,1,324,9/4/2019,3.67,4,325
191,Gorgeous attic in Madrid (center),2419064,Laura,Moncloa - Aravaca,Argelles,40.42466,-3.71361,Entire home/apt,190,2,27,1/1/2019,0.31,2,0
192,CENTRICO EN EL BARRIO DE LA LATINA,2433045,Manuel,Centro,Palacio,40.4121,-3.70872,Entire home/apt,69,2,189,7/14/2019,2.22,1,316
193,ElRastro-Plaza Mayor. Air cond-WIFI,2436735,Gemma,Centro,Embajadores,40.40659,-3.70684,Entire home/apt,50,4,201,9/10/2019,2.28,1,5
194,Peaceful apartment in Madrid Centre,2456671,Jos & Mara,Retiro,Jernimos,40.40745,-3.68286,Entire home/apt,60,1,192,9/9/2019,2.24,4,232
195,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41256,-3.70116,Entire home/apt,97,4,143,9/11/2019,1.75,1,241
196,"Near Retiro Park,Madrid 28007 Spain",2470700,Jaime,Retiro,Nio Jess,40.41115,-3.67109,Entire home/apt,110,4,0,,,1,48
197,Cozy room in penthouse in Madrid's heart,2480913,Elvira,Centro,Cortes,40.41159,-3.69356,Private room,45,3,73,9/9/2019,1.77,1,279
198,PRECIOSO APTO. CENTRICO EN MADRID,1932547,Nieves,Ciudad Lineal,Concepcin,40.44164,-3.649,Entire home/apt,52,1,347,9/17/2019,7.89,1,55
199,Malasaa: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42306,-3.70524,Entire home/apt,84,3,22,7/9/2019,0.25,3,97
200,HABITACION CNTRICA EN PISO NUEVO,2517520,Ruben,Centro,Cortes,40.4142,-3.70129,Private room,60,2,4,9/10/2017,0.14,1,323
201,"Nice room, nice flat",83531,Abdel,Latina,Crmenes,40.40393,-3.74182,Private room,17,4,27,7/27/2018,0.32,2,48
202,BIG BED & VERY NICE ROOM YELLOW.,2536524,Marina,San Blas - Canillejas,Arcos,40.42181,-3.6123,Private room,25,10,20,3/30/2019,0.24,5,342
203,ORIGINAL next to Royal Palace!!!,2538187,Pe,Centro,Palacio,40.41327,-3.71071,Entire home/apt,63,2,112,8/9/2019,2.55,1,344
204,BIG BED & VERY NICE ORANGE ROOM.,2536524,Marina,San Blas - Canillejas,Helln,40.42855,-3.61474,Private room,25,10,15,7/1/2019,0.19,5,334
205,"Central, cheery, light, historic",1150912,Andrew,Centro,Embajadores,40.41117,-3.70399,Private room,40,2,8,6/29/2018,0.12,1,230
206,Cozy apartment in Madrid center,2561320,Ral,Centro,Embajadores,40.41289,-3.70065,Entire home/apt,85,2,58,7/15/2018,0.71,9,0
207,Nice&perfect location singel room,2563986,Elena,Chamartn,Hispanoamrica,40.45783,-3.68791,Private room,30,30,0,,,4,261
208,Penthouse with terrace in SOL-WIFI,2564339,Alfonso & Guillermo,Centro,Sol,40.41595,-3.70281,Entire home/apt,67,3,104,9/13/2019,1.21,11,133
209,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41041,-3.71092,Entire home/apt,75,2,79,9/15/2019,1.3,2,333
210,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,Embajadores,40.41273,-3.70154,Private room,65,2,350,9/12/2019,4.13,1,313
211,Single room in shared flat. Central,2249249,David,Retiro,Pacfico,40.40495,-3.6749,Private room,19,2,1,8/4/2012,0.01,1,0
212,Sol.  Your home in Madrid´s Heart,1134989,Rut Y scar,Centro,Sol,40.41702,-3.70744,Entire home/apt,39,2,463,9/17/2019,5.24,1,328
213,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42216,-3.70123,Private room,34,2,483,9/16/2019,5.68,1,106
214,Cozy GRAN VIA PENTHOUSE WiFi A/C,2569497,Elena,Centro,Universidad,40.42323,-3.7065,Entire home/apt,55,2,458,9/4/2019,5.23,2,305
215,Apartment in the center of Madrid,2619962,Mauricio,Centro,Cortes,40.41337,-3.70013,Private room,24,1,372,8/31/2019,4.25,1,163
216,Room....Madrid CENTER,2634967,Pati,Chamber,Trafalgar,40.43301,-3.70383,Private room,40,120,0,,,2,364
217,Junior Rent,447969,Javier,Arganzuela,Delicias,40.39465,-3.69329,Entire home/apt,70,3,3,10/14/2015,0.06,1,0
218,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,Palos de Moguer,40.40119,-3.69141,Private room,22,1,9,7/9/2017,0.1,2,31
219,MELROSEPIES APARTMENT / CITY CENTRE,2659070,Ana,Centro,Embajadores,40.41019,-3.70201,Entire home/apt,56,2,224,8/31/2019,2.55,3,57
220,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,Costillares,40.46927,-3.66467,Entire home/apt,300,5,0,,,1,0
221,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartn,Hispanoamrica,40.45762,-3.67669,Private room,23,2,34,9/23/2018,0.44,2,201
222,MADRID - MONCLOA ,2680319,Paula,Chamber,Gaztambide,40.43533,-3.7128,Entire home/apt,40,1,4,6/30/2015,0.06,1,0
223,Single room with private bathroom,2709614,Maite,Moncloa - Aravaca,Argelles,40.42599,-3.71691,Private room,38,3,60,7/1/2018,0.72,1,323
224,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.41813,-3.67742,Entire home/apt,90,5,134,7/9/2019,1.59,1,133
225,Puerta del Sol: It´s Perfect!!!!,1091014,Carlos Joaqun,Centro,Cortes,40.41451,-3.70359,Entire home/apt,99,3,34,7/14/2019,0.4,4,335
226,SPACIOUS ROOM WITH BATHROOM,2702003,Arancha,Villa de Vallecas,Casco Histrico de Vallecas,40.37081,-3.61397,Private room,50,7,1,4/21/2015,0.02,1,89
227,YOUR HOME IN THE HEART OF MADRID,2659765,Inma,Centro,Embajadores,40.40818,-3.70351,Entire home/apt,65,30,216,6/3/2019,2.49,1,0
228,Nice apartment. historic center Mad,2713304,Beln,Centro,Cortes,40.41411,-3.6981,Private room,30,2,238,9/15/2019,2.71,1,324
229,Cute Bedroom in Serrano Street,2727360,Silvia,Salamanca,Recoletos,40.42718,-3.68662,Private room,33,3,2,12/9/2015,0.04,1,349
230,centrico a 5 minutos de plaza mayor,2740430,Marilu,Centro,Embajadores,40.40808,-3.71001,Private room,35,1,1,6/28/2019,0.36,1,362
231,Bº Salamanca -5pax -3bedrooms - 2wc,2747005,Maribel,Salamanca,Goya,40.42331,-3.66955,Entire home/apt,105,5,64,7/10/2019,0.88,3,204
232,Serrano apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42314,-3.68952,Hotel room,100,5,23,8/30/2019,0.32,30,311
233,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40762,-3.6994,Entire home/apt,57,2,157,7/30/2019,2.48,1,156
234,LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM,2785251,Susana,Centro,Embajadores,40.40748,-3.69762,Entire home/apt,50,180,30,3/4/2014,0.35,2,183
235,"Rooms to rent to students,tourists ",2795931,Pilar,Latina,Puerta del Angel,40.40986,-3.72869,Private room,20,2,195,3/7/2019,2.37,1,1
236,Stanza- Carina,2347489,Jeanet,Chamber,Rios Rosas,40.4455,-3.70382,Private room,22,2,27,12/2/2018,0.32,1,321
237,Rooms to rent in a shared flat,1689652,Alfredo,Centro,Universidad,40.42763,-3.70498,Private room,30,3,0,,,1,0
238,HOUSE IN BARAJAS CLOSE TO AIRPORT AND IFEMA,2312712,Pilar,Barajas,Casco Histrico de Barajas,40.4739,-3.57699,Entire home/apt,78,1,361,9/5/2019,4.27,1,127
239,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,Universidad,40.42535,-3.70751,Entire home/apt,95,2,318,9/16/2019,3.66,5,312
240,Studio in the heart of Madrid -WIFI,2847360,Sara,Chamber,Trafalgar,40.43186,-3.70346,Entire home/apt,60,366,102,1/4/2019,1.21,1,90
241,In the heart of Madrid.,2857508,Yolanda,Centro,Cortes,40.41361,-3.69715,Entire home/apt,67,2,225,9/13/2019,5.75,1,215
242,Central Quiet Cozy A/C + WiFi,2864064,Oscar Vanessa Javi,Centro,Embajadores,40.4094,-3.70203,Entire home/apt,33,1,323,9/9/2019,3.72,23,92
243,Good Karma - Madrid Rio Penthouse ,2566589,Ronit And Fred,Moncloa - Aravaca,Casa de Campo,40.4246,-3.72876,Entire home/apt,85,30,30,8/18/2016,0.42,1,61
244,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41169,-3.70166,Entire home/apt,190,2,5,5/19/2014,0.07,1,0
245,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.41601,-3.71011,Entire home/apt,165,4,53,8/25/2019,0.88,1,171
246,Single/Double private room,2913511,Amparo,Usera,San Fermn,40.36701,-3.68667,Private room,30,7,53,7/1/2019,0.62,2,160
247,"Great Design, Views and Location",153391,Fernando,Centro,Sol,40.41871,-3.70607,Entire home/apt,105,1,378,8/20/2019,4.46,6,3
248,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,Comillas,40.39729,-3.71447,Private room,24,2,19,6/26/2019,0.22,1,264
249,Golden Mile. Posh duplex. Grand views. Five Stars.,2952250,Sofa,Retiro,Jernimos,40.41876,-3.68852,Entire home/apt,155,2,114,4/4/2018,1.45,2,78
250,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40588,-3.69631,Entire home/apt,85,3,69,9/1/2019,0.92,1,0
251,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41432,-3.70656,Private room,30,30,7,12/5/2017,0.08,1,90
252,CENTRAL STUDIO FLAT,2960080,IVAN And PIETRO,Centro,Universidad,40.42469,-3.7088,Entire home/apt,37,2,370,9/4/2019,4.28,9,30
253,Sunny loft in Gran Va / Chueca,2184051,Emilio,Centro,Justicia,40.4201,-3.70105,Entire home/apt,75,1,455,9/13/2019,5.32,4,316
254,Beautiful apartment  - near GranVa,2376101,Apartamentos CalleCultura,Centro,Universidad,40.42575,-3.70844,Entire home/apt,85,4,3,11/11/2017,0.07,3,300
255,El Rincn de Serrano,2990747,Ral,Salamanca,Castellana,40.4314,-3.68543,Entire home/apt,110,6,2,9/19/2013,0.03,1,48
256,501-ROOM WITH KEY CENTER 15 MIN,2991670,Julian,Salamanca,Guindalera,40.43547,-3.66974,Private room,19,1,52,9/1/2019,0.73,11,234
257,habitacion luminosa madrid-centro,2993477,Luna,Tetun,Berruguete,40.45721,-3.70383,Private room,29,1,36,7/7/2019,0.68,3,266
258,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40883,-3.74118,Private room,19,3,147,9/4/2019,1.72,2,55
259,Studio ideal for students,2999728,Carlos,Arganzuela,Palos de Moguer,40.40402,-3.69002,Entire home/apt,25,7,11,8/5/2014,0.13,1,0
260,Habitacin+bao+cocina privada -Aravaca - Madrid,2581715,Myriam,Moncloa - Aravaca,Aravaca,40.45121,-3.78515,Private room,24,2,11,9/6/2019,1.16,1,49
261,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,Palomeras Bajas,40.39224,-3.66378,Private room,45,2,3,4/21/2014,0.04,1,0
262,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41706,-3.70948,Entire home/apt,65,3,413,9/17/2019,4.76,5,39
263,"Beautiful attic, best location.",2174652,Mara,Centro,Sol,40.41794,-3.70126,Entire home/apt,70,3,7,8/17/2015,0.08,1,0
264,"Quiet room well located, Av.America",3053021,Sonia,Chamartn,Prosperidad,40.44098,-3.67715,Private room,23,1,74,9/19/2018,0.87,1,0
265,Modern Loft Duplex in Madrid near of Metro & Park,3062041,Luis,Villa de Vallecas,Santa Eugenia,40.38263,-3.61486,Entire home/apt,60,3,97,6/11/2019,1.13,1,96
266,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,Palacio,40.41715,-3.71054,Entire home/apt,70,3,267,9/13/2019,3.13,5,30
267,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,Acacias,40.40415,-3.70411,Entire home/apt,60,2,25,1/2/2017,0.33,1,0
268,Big room whith light,2634967,Pati,Chamber,Trafalgar,40.43322,-3.70364,Private room,50,120,4,12/23/2018,0.14,2,270
269,Chic & Cool Loft,3117754,Natalia,Chamber,Trafalgar,40.43086,-3.7027,Entire home/apt,140,2,184,1/6/2019,2.15,3,271
270,Luxurious duplex (3 floors) in Sol,3121587,Ixchel,Centro,Sol,40.41653,-3.70308,Entire home/apt,250,1,64,7/30/2019,0.75,4,0
271,"Chamartin, Large, Warm, Calm & lux",3141727,Esther,Chamartn,Castilla,40.47267,-3.67553,Entire home/apt,75,3,1,9/14/2012,0.01,1,0
272,"Malasaa, Madrid, private room",3214130,Gloria,Centro,Universidad,40.4232,-3.70441,Private room,45,4,40,6/5/2019,0.48,3,17
273,Gran Castellana Lux,368907,Miguel,Chamber,Rios Rosas,40.44153,-3.69457,Entire home/apt,197,3,27,8/27/2019,0.36,2,132
274,CHEAP & NICE B&B IN MADRID CENTRE,3290138,Juan Jesus,Centro,Embajadores,40.41383,-3.70515,Private room,20,3,53,5/16/2018,0.73,2,0
275,231 -  ROOM FOR TWO WITH WIFI,2991670,Julian,Salamanca,Guindalera,40.43545,-3.67156,Private room,16,1,44,8/19/2019,0.51,11,312
276,Room for two in centric zone with wifi,2991670,Julian,Salamanca,Guindalera,40.43404,-3.67119,Private room,22,4,45,8/4/2019,0.53,11,201
277,Room NEXT TO THE METRO!!,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.4246,-3.63936,Private room,25,7,0,,,2,292
278,Fantastic B&B beside the Opera,3235676,Ana,Centro,Palacio,40.42084,-3.71247,Private room,70,3,99,7/13/2019,1.17,1,176
279,pequeo loft Plaza  Legazpi Madrid,3244793,Lorenzo,Arganzuela,Legazpi,40.38994,-3.69309,Entire home/apt,39,3,311,9/10/2019,3.68,1,269
280,LA LATINA AMAZING NEIGHBORHOOD !!,1091014,Carlos Joaqun,Centro,Embajadores,40.41291,-3.70686,Entire home/apt,125,3,11,5/12/2019,0.14,4,350
281,Madrid Big large room 25m2,3249358,Daniel,Chamber,Gaztambide,40.43308,-3.71233,Private room,40,1,53,2/20/2019,0.78,1,55
282,Room for one or two people,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42474,-3.64048,Private room,30,1,0,,,2,322
283,"Studio in Lavapies , Madrid",1375487,Juan Carlos,Centro,Embajadores,40.40863,-3.7042,Entire home/apt,65,5,24,2/22/2019,0.28,1,294
284,Habitacin amplia y comoda centro Madrid,3329487,Nicols,Retiro,Pacfico,40.40416,-3.68172,Private room,29,14,5,12/30/2018,0.12,2,283
285,Habitacion 4,845399,Daniel,Centro,Universidad,40.42274,-3.70298,Private room,30,1,85,5/5/2019,1,10,165
286,"helles Zimmer, ruhig, komfortabel..",3352121,Fran&Joni,Villa de Vallecas,Casco Histrico de Vallecas,40.37254,-3.62278,Private room,22,1,4,12/6/2015,0.08,1,0
287,Sunny bdm. One of Madrid best areas,3385307,Iguacel,Chamber,Trafalgar,40.43143,-3.70215,Private room,45,4,78,6/30/2019,1.07,2,323
288,Cosy Lofts-breakfast heart Madrid,3432379,Rafael,Centro,Cortes,40.415,-3.69808,Entire home/apt,80,3,9,6/27/2017,0.11,1,329
289,Up to 4 people flat central Madrid,3317937,Flix,Retiro,Pacfico,40.40392,-3.68147,Entire home/apt,75,3,87,8/20/2019,1.06,1,230
290,GRANDE - 3 HAB ★ CENTRO ★ WIFI ★ AC,2417075,Alejandro Y Nelia,Chamber,Trafalgar,40.43302,-3.70336,Entire home/apt,149,1,304,8/6/2019,3.71,4,308
291,Habitacion Madrid Centro MUY BIEN SITUADO!,3466426,Pedro,Centro,Universidad,40.42242,-3.7059,Private room,45,3,7,7/31/2019,0.09,1,271
292,Central family friendly apartment,3469687,Jose,Moncloa - Aravaca,Argelles,40.4292,-3.71778,Entire home/apt,80,2,20,3/18/2019,0.24,1,0
293,Four bedroom modern apartment in Madrid,9228673,Home At Homes,Salamanca,Lista,40.43302,-3.67725,Entire home/apt,210,5,51,6/5/2019,0.62,17,271
294,ROOM FOR STUDENT,3483233,Maria,Puente de Vallecas,Numancia,40.3973,-3.66253,Private room,25,2,5,12/14/2018,0.3,3,292
295,I share my flat.Two (Website hidden by Airbnb) .,3487329,KMitocondria,Carabanchel,Puerta Bonita,40.37754,-3.74276,Entire home/apt,20,1,1,8/26/2015,0.02,1,0
296,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41853,-3.70927,Entire home/apt,108,2,134,8/9/2019,1.84,1,182
297,house-hotel,3494012,Farah Maria,Hortaleza,Pinar del Rey,40.46776,-3.65147,Entire home/apt,155,2,61,8/25/2019,1.43,5,312
298,Lovely room for relax in Madrid,3508577,Eva,Hortaleza,Valdefuentes,40.49129,-3.64937,Private room,40,1,12,7/15/2019,0.22,1,363
299,PENTHOUSE MODERN PLAZA MAYOR VIEW,1732442,Anouk,Centro,Sol,40.41703,-3.70656,Entire home/apt,75,2,109,8/25/2019,1.32,9,337
300,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47546,-3.67267,Private room,40,1,15,12/22/2017,0.18,1,190
301,hab individual  en madrid,655088,Elsa,Arganzuela,Delicias,40.40045,-3.69696,Private room,23,3,72,9/13/2019,0.86,3,26
302,Habitacin doble  luminosa,655088,Elsa,Arganzuela,Delicias,40.40047,-3.69574,Private room,37,2,21,10/21/2018,0.4,3,78
303,Amazing 11th floor with a/a for 8 people,3540348,Angeles & Romn,Villaverde,Los Angeles,40.36121,-3.69627,Entire home/apt,98,3,151,9/10/2019,1.8,10,142
304,LOVELY APT AT THE CENTER: LA LATINA,3544353,Miguel,Centro,Palacio,40.41263,-3.70942,Entire home/apt,75,3,210,8/31/2019,2.5,1,54
305,Tranquilo y cmodo apartamento en Madrid 5PAX,3540348,Angeles & Romn,Villaverde,Los Angeles,40.3556,-3.69829,Entire home/apt,75,3,145,9/8/2019,2.39,10,143
306,Madrid Central Modern Apartment,3021792,Jose,Centro,Universidad,40.42557,-3.7055,Entire home/apt,80,2,192,8/31/2019,4.01,1,256
307,alquilo habitacin,3569462,Claudia,Salamanca,Lista,40.43053,-3.67277,Shared room,60,2,45,5/19/2019,1.22,2,342
308,Cosy double room Madrid,3571619,Fernando,Tetun,Bellas Vistas,40.4565,-3.70814,Private room,35,1,32,6/30/2019,3.22,1,0
309,Tu hogar en Madrid.WIFI,3534151,Eva,Retiro,Adelfas,40.39912,-3.67007,Entire home/apt,65,3,209,9/16/2019,2.56,1,307
310,Apartment  in the center of Madrid,3606346,Jos,Centro,Embajadores,40.41331,-3.7051,Entire home/apt,73,2,232,8/19/2019,2.76,8,116
311,ROOM FOR STUDENT,3483233,Maria,Puente de Vallecas,Numancia,40.39707,-3.66243,Private room,25,2,10,12/18/2018,0.13,3,292
312,Casa seorial en Madrid B. & B.,3477002,Carmen,Chamber,Vallehermoso,40.44121,-3.71228,Private room,60,3,61,6/15/2019,0.9,1,332
313,Apartamento Arguelles  dos habitaciones,3540591,Max,Centro,Universidad,40.4292,-3.70674,Entire home/apt,70,3,11,1/1/2019,0.15,8,261
314,"""Great Velazquez Apartment & Area""",2785251,Susana,Chamartn,El Viso,40.44371,-3.68319,Entire home/apt,50,270,5,7/28/2013,0.06,2,48
315,Apartment in the heart of Madrid,3648882,Luz,Centro,Sol,40.41674,-3.70743,Entire home/apt,69,2,512,9/15/2019,6.06,1,316
316,AIRPORT/IFEMA INDIVIDUAL BATHROOM,3654886,Sara,Barajas,Alameda de Osuna,40.45347,-3.59199,Private room,29,1,176,8/9/2019,2.08,3,0
317,Stay in the heart of Madrid,3654108,Gudula,Chamber,Arapiles,40.43553,-3.71006,Private room,23,1,426,9/15/2019,5.59,3,317
318,Large and bright 4 bedroom 2wc flat,2747005,Maribel,Moratalaz,Media Legua,40.41168,-3.65315,Entire home/apt,125,5,54,7/8/2019,0.82,3,264
319,Apartment best location in town!,3689490,Eva,Centro,Sol,40.41521,-3.70333,Entire home/apt,99,3,19,11/18/2017,0.23,1,256
320,Loft near Metro - 75m2 - 5pax - 2wc,2747005,Maribel,Ciudad Lineal,Concepcin,40.43716,-3.65187,Entire home/apt,85,7,22,7/24/2019,0.32,3,292
321,Just in the centre: Malasaa/Chueca,3691303,Paloma,Centro,Universidad,40.42497,-3.70271,Entire home/apt,72,3,73,6/22/2019,1.07,2,260
322,Unique stylish near Royal Palace,3698406,Arman,Centro,Palacio,40.41173,-3.71225,Entire home/apt,100,3,147,9/15/2019,1.74,1,315
323,City Centre NO HIGH WEEKEND RATES,1954334,Mike,Centro,Embajadores,40.40912,-3.70064,Entire home/apt,55,2,593,9/13/2019,7.03,1,232
324,40M2 LOFT GREAT FOR STUDENT 100M WF,3724500,Lucrecia,Fuencarral - El Pardo,Valverde,40.50171,-3.6903,Entire home/apt,50,7,24,8/2/2019,0.29,1,198
325,Habitacin en Zona Tranquila Madrid,3726310,Alex,Puente de Vallecas,Entrevas,40.37979,-3.67426,Private room,22,1,1,5/2/2015,0.02,1,261
326,LOVELY FLAT IN PLAZA DE CHUECA,2555202,Norah,Centro,Justicia,40.42556,-3.70067,Entire home/apt,75,3,150,9/10/2019,1.78,1,174
327,3 MODERNO APARTAMENTO CENTRO,3746437,Nuria,Centro,Embajadores,40.4115,-3.7037,Entire home/apt,60,1,28,7/7/2019,0.51,4,265
328,Luxury loft near the center \ IFEMA and Airport,3759135,Alex,Ciudad Lineal,San Juan Bautista,40.44934,-3.65271,Entire home/apt,130,2,17,6/3/2019,0.23,1,360
329,Studio new & retro in Gran Va,2172169,Eva,Centro,Universidad,40.42284,-3.70385,Entire home/apt,60,3,1,11/4/2013,0.01,1,323
330,"CENTRIC NEAR TO M30, 2 BEDROOMS",498646,Irma,Puente de Vallecas,San Diego,40.39216,-3.67177,Entire home/apt,43,30,18,6/28/2019,0.36,4,237
331,Charming Loft in Historical Center,1566057,Angel L.,Centro,Embajadores,40.41184,-3.69956,Entire home/apt,80,3,174,6/14/2019,2.08,1,261
332,APARTMENT FOR 6 PEOPLE LOCATED IN PLAZA MAYOR,3797913,Rocio,Centro,Sol,40.41611,-3.70746,Entire home/apt,140,2,153,7/29/2019,1.95,6,332
333,APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE,3797913,Rocio,Centro,Palacio,40.41943,-3.7122,Entire home/apt,140,2,19,7/7/2019,0.33,6,348
334,APARTMENT FOR 6 PEOPLE IN THE HEART OF MADRID,3797913,Rocio,Centro,Sol,40.41853,-3.7079,Entire home/apt,150,2,20,7/7/2019,0.3,6,294
335,Beautiful studio in Chamber,3730591,Eva Mª,Chamber,Rios Rosas,40.44024,-3.70138,Entire home/apt,50,180,15,3/31/2019,0.18,1,315
336,A place for your accommodation,3821608,Charo,Chamber,Trafalgar,40.43658,-3.70355,Private room,35,2,44,8/11/2019,0.68,1,348
337,Independent room for students,3825783,Elisa,Retiro,Ibiza,40.41762,-3.67426,Private room,50,30,2,11/1/2018,0.06,1,262
338,"Agradable, funcional y luminoso (Tirso, La Latina)",3771869,Alix,Centro,Embajadores,40.40852,-3.70354,Entire home/apt,48,3,122,9/12/2019,1.7,1,39
